13.708844099373804	825274.6995896529	3	1202
10.20035004034082	516156.0726713181	3	1006
13.181826671278797	716302.6582884017	3	1142
16.23373701809983	705173.7511992658	4	1179
15.95378734758811	1180633.4430126785	3	1490
14.64458533928678	954829.2171346272	3	1302
20.33142669713797	1909185.7064041593	9	1889
31.835660752492327	4781718.367401731	15	3002  
17.959977215685594	1542804.8298319357	8	1709
16.113647330111313	1211748.4277106812	8	1502
8.395929349016672	337518.4588128075	4	802
16.729037128682577	318060.81840907753	8	780
9.06868993512448	407184.6819031966	4	899
20.01110920505317	1909068.243892264	9	1904
22.2278521886114	2245068.640680223	7	2010
25.583741732374143	2975483.1559175644	9	2313
26.34626619944434	2890190.7910880395	9	2197
23.02863953009703	2300561.664772682	7	1999
20.983180656263684	1796182.481661572	5	1706
32.87665269309623	3283667.4683421426	14	2448
40.52050088763903	7520624.677421912	16	3706
73.43397010151594	2.5077822279691756E7	35	6815  
30.0138850212861	6405203.710584857	12	3457
19.764457640575255	1786715.754911399	5	1804
30.262603903487502	4242819.228883512	9	2802
18.56092612545455	2945051.836700248	5	2390
28.622993076405017	3858381.586921106	9	2698
14.185026664566893	995790.8982849766	6	1402
8.887136501990502	357265.1091641437	4	802
46.141525028498215	9897370.531846887	19	4295
24.37750444812053	2908261.166029903	11	2393
12.788958280663985	769897.4199890186	5	1202
26.5226641684445	3437345.437050152	12	2596


